,Class,ID,Label
1073,children_playing,7779,2
1074,engine_idling,1858,5
1075,air_conditioner,1929,0
1076,siren,4451,8
1077,siren,7838,8
1078,siren,3987,8
1079,street_music,7723,9
1080,drilling,2388,4
1081,children_playing,4286,2
1082,siren,8654,8
1083,air_conditioner,8073,0
1084,siren,5444,8
1085,siren,3074,8
1086,jackhammer,6099,7
1087,dog_bark,8465,3
1088,air_conditioner,2510,0
1089,jackhammer,7891,7
1090,siren,7328,8
1091,car_horn,3676,1
1092,engine_idling,366,5
1093,siren,5512,8
1094,siren,2351,8
1095,jackhammer,3395,7
1096,dog_bark,7965,3
1097,jackhammer,6815,7
1098,children_playing,4320,2
1099,siren,6880,8
1100,dog_bark,3147,3
1101,street_music,3061,9
1102,jackhammer,7503,7
1103,drilling,5382,4
1104,street_music,2209,9
1105,air_conditioner,3896,0
1106,jackhammer,2506,7
1107,engine_idling,7263,5
1108,dog_bark,8620,3
1109,car_horn,4703,1
1110,air_conditioner,7650,0
1111,siren,1958,8
1112,siren,4191,8
1113,street_music,7086,9
1114,street_music,2959,9
1115,dog_bark,2372,3
1116,drilling,6327,4
1117,drilling,2505,4
1118,children_playing,6183,2
1119,engine_idling,5627,5
1120,air_conditioner,2662,0
1121,dog_bark,4595,3
1122,dog_bark,7337,3
1123,street_music,2512,9
1124,jackhammer,556,7
1125,children_playing,4956,2
1126,jackhammer,3929,7
1127,siren,7821,8
1128,children_playing,2580,2
1129,children_playing,1498,2
1130,drilling,3634,4
1131,siren,1908,8
1132,jackhammer,7116,7
1133,siren,2568,8
1134,siren,2010,8
1135,drilling,7358,4
1136,children_playing,7939,2
1137,jackhammer,614,7
1138,street_music,704,9
1139,drilling,3465,4
1140,jackhammer,2163,7
1141,drilling,7700,4
1142,dog_bark,2038,3
1143,air_conditioner,3232,0
1144,street_music,7655,9
1145,street_music,6220,9
1146,children_playing,5922,2
1147,engine_idling,1570,5
1148,drilling,5001,4
1149,drilling,4755,4
1150,dog_bark,5588,3
1151,drilling,1475,4
1152,drilling,1350,4
1153,siren,3388,8
1154,drilling,1149,4
1155,gun_shot,7830,6
1156,car_horn,1551,1
1157,drilling,2909,4
1158,siren,2926,8
1159,car_horn,892,1
1160,dog_bark,6954,3
1161,air_conditioner,4069,0
1162,jackhammer,2498,7
1163,air_conditioner,4450,0
1164,engine_idling,6634,5
1165,siren,2955,8
1166,children_playing,6750,2
1167,air_conditioner,1371,0
1168,engine_idling,7430,5
1169,siren,8247,8
1170,air_conditioner,114,0
1171,dog_bark,7966,3
1172,air_conditioner,4610,0
1173,dog_bark,3150,3
1174,drilling,4968,4
1175,jackhammer,3279,7
1176,dog_bark,1528,3
1177,drilling,2246,4
1178,engine_idling,7788,5
1179,street_music,4515,9
1180,air_conditioner,5199,0
1181,siren,322,8
1182,engine_idling,4004,5
1183,air_conditioner,6609,0
1184,air_conditioner,5264,0
1185,engine_idling,3866,5
1186,jackhammer,7869,7
1187,car_horn,1008,1
1188,drilling,8427,4
1189,jackhammer,5226,7
1190,drilling,8184,4
1191,engine_idling,1602,5
1192,air_conditioner,6583,0
1193,air_conditioner,5699,0
1194,street_music,1000,9
1195,street_music,1217,9
1196,drilling,2188,4
1197,street_music,1,9
1198,siren,683,8
1199,air_conditioner,5347,0
1200,jackhammer,5239,7
1201,siren,7095,8
1202,dog_bark,6452,3
1203,engine_idling,4759,5
1204,dog_bark,7911,3
1205,car_horn,329,1
1206,jackhammer,1183,7
1207,drilling,4525,4
1208,drilling,7796,4
1209,siren,2815,8
1210,gun_shot,383,6
1211,jackhammer,91,7
1212,siren,8632,8
1213,gun_shot,3159,6
1214,engine_idling,6095,5
1215,jackhammer,1271,7
1216,drilling,7683,4
1217,street_music,82,9
1218,engine_idling,5049,5
1219,children_playing,5309,2
1220,air_conditioner,1904,0
1221,jackhammer,3357,7
1222,drilling,8617,4
1223,air_conditioner,5173,0
1224,dog_bark,5546,3
1225,jackhammer,5612,7
1226,drilling,1469,4
1227,engine_idling,1036,5
1228,children_playing,3916,2
1229,street_music,576,9
1230,air_conditioner,5323,0
1231,street_music,4247,9
1232,children_playing,5085,2
1233,drilling,7602,4
1234,air_conditioner,6892,0
1235,jackhammer,2763,7
1236,air_conditioner,8033,0
1237,dog_bark,1076,3
1238,dog_bark,2536,3
1239,street_music,2306,9
1240,children_playing,3474,2
1241,street_music,6017,9
1242,dog_bark,5645,3
1243,street_music,2962,9
1244,jackhammer,3988,7
1245,air_conditioner,811,0
1246,jackhammer,4172,7
1247,engine_idling,2668,5
1248,children_playing,7009,2
1249,air_conditioner,2160,0
1250,dog_bark,906,3
1251,siren,6931,8
1252,children_playing,6763,2
1253,air_conditioner,689,0
1254,siren,6031,8
1255,gun_shot,1667,6
1256,dog_bark,3291,3
1257,jackhammer,6741,7
1258,children_playing,4650,2
1259,drilling,7012,4
1260,dog_bark,8460,3
1261,air_conditioner,5904,0
1262,siren,2335,8
1263,street_music,5476,9
1264,car_horn,3948,1
1265,street_music,4888,9
1266,air_conditioner,4326,0
1267,street_music,4807,9
1268,gun_shot,6826,6
1269,jackhammer,2384,7
1270,siren,430,8
1271,siren,2666,8
1272,siren,4912,8
1273,car_horn,7826,1
1274,jackhammer,3725,7
1275,jackhammer,8558,7
1276,children_playing,5263,2
1277,street_music,4235,9
1278,jackhammer,5035,7
1279,jackhammer,655,7
1280,air_conditioner,2957,0
1281,children_playing,7408,2
1282,car_horn,6691,1
1283,air_conditioner,4917,0
1284,engine_idling,3199,5
1285,jackhammer,1062,7
1286,children_playing,525,2
1287,engine_idling,8500,5
1288,gun_shot,4218,6
1289,air_conditioner,2899,0
1290,car_horn,8590,1
1291,air_conditioner,2293,0
1292,drilling,2229,4
1293,siren,4475,8
1294,children_playing,5556,2
1295,drilling,5034,4
1296,drilling,130,4
1297,car_horn,5524,1
1298,jackhammer,2792,7
1299,dog_bark,5577,3
1300,siren,1157,8
1301,siren,7842,8
1302,siren,211,8
1303,dog_bark,453,3
1304,children_playing,6241,2
1305,gun_shot,1341,6
1306,drilling,3305,4
1307,children_playing,6217,2
1308,drilling,216,4
1309,street_music,5109,9
1310,siren,6318,8
1311,street_music,7463,9
1312,drilling,5623,4
1313,air_conditioner,7060,0
1314,car_horn,5343,1
1315,engine_idling,876,5
1316,engine_idling,8338,5
1317,drilling,3998,4
1318,jackhammer,1674,7
1319,air_conditioner,3449,0
1320,drilling,684,4
1321,jackhammer,3066,7
1322,dog_bark,6566,3
1323,children_playing,8396,2
1324,drilling,4155,4
1325,jackhammer,3278,7
1326,children_playing,1209,2
1327,children_playing,3133,2
1328,dog_bark,8584,3
1329,siren,2687,8
1330,jackhammer,7488,7
1331,jackhammer,6002,7
1332,engine_idling,8484,5
1333,children_playing,2699,2
1334,car_horn,5178,1
1335,car_horn,7565,1
1336,dog_bark,6161,3
1337,air_conditioner,1919,0
1338,siren,3317,8
1339,dog_bark,6923,3
1340,siren,5234,8
1341,children_playing,6719,2
1342,gun_shot,6286,6
1343,children_playing,1098,2
1344,children_playing,6129,2
1345,drilling,4467,4
1346,car_horn,4118,1
1347,siren,6417,8
1348,street_music,7835,9
1349,children_playing,7042,2
1350,drilling,7170,4
1351,engine_idling,4723,5
1352,air_conditioner,5876,0
1353,dog_bark,4106,3
1354,drilling,6703,4
1355,street_music,3840,9
1356,siren,2657,8
1357,jackhammer,1006,7
1358,siren,468,8
1359,dog_bark,8215,3
1360,siren,6898,8
1361,siren,4976,8
1362,drilling,8012,4
1363,children_playing,7242,2
1364,dog_bark,6258,3
1365,drilling,573,4
1366,children_playing,2037,2
1367,siren,2884,8
1368,children_playing,7941,2
1369,air_conditioner,2760,0
1370,engine_idling,3941,5
1371,jackhammer,6572,7
1372,street_music,3294,9
1373,street_music,7376,9
1374,engine_idling,8246,5
1375,street_music,7896,9
1376,street_music,4068,9
1377,drilling,2805,4
1378,street_music,4758,9
1379,jackhammer,6942,7
1380,siren,2186,8
1381,engine_idling,188,5
1382,drilling,688,4
1383,siren,3344,8
1384,jackhammer,1581,7
1385,car_horn,3882,1
1386,jackhammer,2340,7
1387,air_conditioner,3419,0
1388,siren,1982,8
1389,dog_bark,5147,3
1390,dog_bark,8513,3
1391,children_playing,2746,2
1392,engine_idling,3579,5
1393,children_playing,7191,2
1394,car_horn,3042,1
1395,children_playing,7022,2
1396,dog_bark,857,3
1397,air_conditioner,2801,0
1398,car_horn,8440,1
1399,air_conditioner,6976,0
1400,engine_idling,1809,5
1401,dog_bark,4632,3
1402,street_music,3097,9
1403,children_playing,511,2
1404,children_playing,4504,2
1405,jackhammer,6648,7
1406,engine_idling,7211,5
1407,dog_bark,7736,3
1408,jackhammer,1636,7
1409,car_horn,3782,1
1410,dog_bark,2453,3
1411,drilling,8626,4
1412,dog_bark,1082,3
1413,street_music,6266,9
1414,dog_bark,4226,3
1415,gun_shot,4860,6
1416,children_playing,3550,2
1417,children_playing,1497,2
1418,street_music,8470,9
1419,dog_bark,6909,3
1420,dog_bark,5888,3
1421,children_playing,5114,2
1422,air_conditioner,7035,0
1423,siren,8101,8
1424,drilling,8271,4
1425,children_playing,4545,2
1426,siren,1236,8
1427,street_music,2244,9
1428,jackhammer,5268,7
1429,drilling,7279,4
1430,siren,5142,8
1431,air_conditioner,4784,0
1432,siren,6198,8
1433,engine_idling,6151,5
1434,drilling,6664,4
1435,jackhammer,334,7
1436,car_horn,5312,1
1437,street_music,3473,9
1438,air_conditioner,4018,0
1439,drilling,4726,4
1440,gun_shot,7766,6
1441,siren,4432,8
1442,children_playing,1056,2
1443,siren,1863,8
1444,air_conditioner,2425,0
1445,children_playing,6144,2
1446,jackhammer,3364,7
1447,engine_idling,2971,5
1448,jackhammer,477,7
1449,engine_idling,5201,5
1450,air_conditioner,7235,0
1451,street_music,5977,9
1452,engine_idling,1924,5
1453,engine_idling,6771,5
1454,children_playing,2740,2
1455,air_conditioner,8543,0
1456,jackhammer,4197,7
1457,drilling,2756,4
1458,dog_bark,6304,3
1459,car_horn,1925,1
1460,dog_bark,97,3
1461,children_playing,401,2
1462,air_conditioner,6424,0
1463,drilling,3211,4
1464,car_horn,2544,1
1465,street_music,5319,9
1466,gun_shot,3458,6
1467,siren,1816,8
1468,children_playing,7802,2
1469,jackhammer,2070,7
1470,siren,3250,8
1471,dog_bark,4011,3
1472,engine_idling,4190,5
1473,street_music,5279,9
1474,gun_shot,7935,6
1475,children_playing,6910,2
1476,gun_shot,3652,6
1477,air_conditioner,1089,0
1478,drilling,6333,4
1479,dog_bark,7251,3
1480,jackhammer,5680,7
1481,engine_idling,5390,5
1482,engine_idling,1139,5
1483,engine_idling,3509,5
1484,street_music,2531,9
1485,jackhammer,6606,7
1486,siren,3146,8
1487,children_playing,5808,2
1488,jackhammer,178,7
1489,siren,6661,8
1490,air_conditioner,867,0
1491,jackhammer,8335,7
1492,street_music,1191,9
1493,street_music,2769,9
1494,jackhammer,184,7
1495,dog_bark,8419,3
1496,siren,1532,8
1497,children_playing,698,2
1498,engine_idling,3850,5
1499,siren,2828,8
1500,dog_bark,4645,3
1501,children_playing,3848,2
1502,air_conditioner,5174,0
1503,children_playing,7813,2
1504,drilling,5423,4
1505,dog_bark,8185,3
1506,street_music,8428,9
1507,street_music,5642,9
1508,children_playing,7121,2
1509,street_music,6462,9
1510,air_conditioner,1760,0
1511,jackhammer,2368,7
1512,street_music,6748,9
1513,children_playing,8508,2
1514,siren,5594,8
1515,jackhammer,5954,7
1516,air_conditioner,7298,0
1517,jackhammer,4142,7
1518,siren,6137,8
1519,engine_idling,8231,5
1520,drilling,8522,4
1521,children_playing,4966,2
1522,drilling,4965,4
1523,dog_bark,337,3
1524,siren,3969,8
1525,siren,3178,8
1526,dog_bark,2448,3
1527,street_music,4536,9
1528,dog_bark,812,3
1529,air_conditioner,4679,0
1530,children_playing,1517,2
1531,car_horn,4927,1
1532,air_conditioner,7360,0
1533,jackhammer,1055,7
1534,air_conditioner,1970,0
1535,dog_bark,5241,3
1536,jackhammer,6740,7
1537,street_music,5117,9
1538,siren,7472,8
1539,car_horn,5587,1
1540,siren,3978,8
1541,engine_idling,408,5
1542,dog_bark,4324,3
1543,air_conditioner,7040,0
1544,car_horn,5299,1
1545,engine_idling,679,5
1546,jackhammer,1152,7
1547,street_music,2910,9
1548,street_music,2781,9
1549,street_music,6358,9
1550,drilling,990,4
1551,siren,7874,8
1552,street_music,3130,9
1553,dog_bark,7612,3
1554,engine_idling,4169,5
1555,jackhammer,1534,7
1556,air_conditioner,5493,0
1557,drilling,1346,4
1558,street_music,792,9
1559,car_horn,8311,1
1560,siren,6655,8
1561,air_conditioner,5130,0
1562,jackhammer,5976,7
1563,air_conditioner,7876,0
1564,air_conditioner,1256,0
1565,siren,2614,8
1566,siren,3358,8
1567,children_playing,6348,2
1568,dog_bark,5181,3
1569,street_music,798,9
1570,dog_bark,6123,3
1571,drilling,3543,4
1572,siren,2134,8
1573,siren,2960,8
1574,engine_idling,4203,5
1575,children_playing,4122,2
1576,dog_bark,5862,3
1577,dog_bark,3860,3
1578,children_playing,3820,2
1579,gun_shot,8616,6
1580,dog_bark,4616,3
1581,drilling,4736,4
1582,gun_shot,175,6
1583,dog_bark,3068,3
1584,engine_idling,691,5
1585,drilling,8361,4
1586,children_playing,3381,2
1587,air_conditioner,7705,0
1588,air_conditioner,3477,0
1589,jackhammer,6563,7
1590,air_conditioner,4449,0
1591,engine_idling,8048,5
1592,air_conditioner,1927,0
1593,air_conditioner,335,0
1594,children_playing,4826,2
1595,street_music,1301,9
1596,street_music,8095,9
1597,siren,2819,8
1598,children_playing,411,2
1599,engine_idling,2013,5
1600,street_music,5968,9
1601,air_conditioner,6775,0
1602,drilling,8553,4
1603,drilling,3444,4
1604,dog_bark,6911,3
1605,drilling,7018,4
1606,drilling,6119,4
1607,gun_shot,2917,6
1608,engine_idling,5742,5
1609,car_horn,7114,1
1610,drilling,3940,4
1611,street_music,4242,9
1612,street_music,6906,9
1613,jackhammer,5635,7
1614,siren,2198,8
1615,street_music,1745,9
1616,air_conditioner,6531,0
1617,siren,248,8
1618,siren,8486,8
1619,dog_bark,6908,3
1620,drilling,754,4
1621,siren,1242,8
1622,dog_bark,673,3
1623,car_horn,3735,1
1624,street_music,5289,9
1625,air_conditioner,5394,0
1626,air_conditioner,8318,0
1627,siren,2713,8
1628,air_conditioner,1661,0
1629,street_music,118,9
1630,siren,1294,8
1631,siren,2002,8
1632,car_horn,3318,1
1633,car_horn,6497,1
1634,gun_shot,732,6
1635,children_playing,5127,2
1636,jackhammer,4662,7
1637,dog_bark,3885,3
1638,engine_idling,2875,5
1639,jackhammer,2017,7
1640,dog_bark,5068,3
1641,dog_bark,2077,3
1642,children_playing,8100,2
1643,street_music,4902,9
1644,children_playing,2808,2
1645,engine_idling,3708,5
1646,children_playing,3179,2
1647,dog_bark,964,3
1648,siren,7996,8
1649,children_playing,7386,2
1650,siren,1746,8
1651,siren,8180,8
1652,dog_bark,6091,3
1653,car_horn,3842,1
1654,engine_idling,7506,5
1655,street_music,7344,9
1656,street_music,6487,9
1657,jackhammer,4350,7
1658,drilling,7674,4
1659,car_horn,8049,1
1660,street_music,3202,9
1661,engine_idling,2454,5
1662,street_music,6654,9
1663,children_playing,8253,2
1664,children_playing,615,2
1665,dog_bark,3398,3
1666,car_horn,7917,1
1667,siren,5613,8
1668,drilling,4492,4
1669,street_music,646,9
1670,drilling,2730,4
1671,engine_idling,7115,5
1672,air_conditioner,1232,0
1673,jackhammer,8552,7
1674,gun_shot,5378,6
1675,street_music,3143,9
1676,dog_bark,8673,3
1677,children_playing,6459,2
1678,drilling,1751,4
1679,air_conditioner,542,0
1680,air_conditioner,5259,0
1681,children_playing,3062,2
1682,air_conditioner,6502,0
1683,children_playing,5837,2
1684,engine_idling,3420,5
1685,car_horn,4625,1
1686,dog_bark,4683,3
1687,air_conditioner,2067,0
1688,engine_idling,3299,5
1689,dog_bark,2130,3
1690,car_horn,7904,1
1691,siren,2541,8
1692,children_playing,6509,2
1693,car_horn,6172,1
1694,children_playing,3461,2
1695,air_conditioner,2116,0
1696,siren,18,8
1697,street_music,7617,9
1698,children_playing,566,2
1699,siren,4009,8
1700,children_playing,6175,2
1701,children_playing,4014,2
1702,children_playing,3168,2
1703,jackhammer,6629,7
1704,drilling,5084,4
1705,car_horn,4742,1
1706,drilling,7791,4
1707,dog_bark,1702,3
1708,car_horn,6046,1
1709,children_playing,7075,2
1710,engine_idling,2249,5
1711,gun_shot,1973,6
1712,siren,2766,8
1713,jackhammer,7754,7
1714,jackhammer,8717,7
1715,gun_shot,6932,6
1716,engine_idling,459,5
1717,jackhammer,5350,7
1718,dog_bark,5481,3
1719,children_playing,2360,2
1720,street_music,8114,9
1721,street_music,4201,9
1722,jackhammer,2714,7
1723,drilling,6296,4
1724,siren,912,8
1725,drilling,4572,4
1726,air_conditioner,4745,0
1727,street_music,7479,9
1728,children_playing,5734,2
1729,air_conditioner,7510,0
1730,air_conditioner,2378,0
1731,children_playing,4093,2
1732,siren,5638,8
1733,gun_shot,8457,6
1734,siren,5427,8
1735,gun_shot,3196,6
1736,children_playing,6328,2
1737,children_playing,2901,2
1738,engine_idling,3206,5
1739,engine_idling,2282,5
1740,drilling,7611,4
1741,street_music,4327,9
1742,gun_shot,8538,6
1743,siren,4002,8
1744,car_horn,8128,1
1745,children_playing,636,2
1746,engine_idling,8386,5
1747,children_playing,5138,2
1748,jackhammer,3288,7
1749,dog_bark,5996,3
1750,street_music,4486,9
1751,gun_shot,5553,6
1752,engine_idling,4199,5
1753,drilling,887,4
1754,engine_idling,1976,5
1755,air_conditioner,5032,0
1756,street_music,2648,9
1757,street_music,3816,9
1758,drilling,2,4
1759,dog_bark,1881,3
1760,siren,6558,8
1761,children_playing,7634,2
1762,gun_shot,4513,6
1763,children_playing,6608,2
1764,drilling,7721,4
1765,drilling,734,4
1766,siren,7738,8
1767,jackhammer,2744,7
1768,dog_bark,5169,3
1769,dog_bark,8099,3
1770,car_horn,5176,1
1771,siren,2083,8
1772,siren,8266,8
1773,drilling,7478,4
1774,engine_idling,3238,5
1775,dog_bark,8644,3
1776,siren,1218,8
1777,dog_bark,783,3
1778,engine_idling,7262,5
1779,air_conditioner,6321,0
1780,engine_idling,5498,5
1781,dog_bark,5514,3
1782,air_conditioner,561,0
1783,children_playing,7946,2
1784,drilling,6035,4
1785,engine_idling,227,5
1786,engine_idling,437,5
1787,engine_idling,2770,5
1788,dog_bark,4894,3
1789,dog_bark,6781,3
1790,jackhammer,6193,7
1791,street_music,4430,9
1792,street_music,5918,9
1793,children_playing,301,2
1794,siren,8176,8
1795,drilling,3270,4
1796,jackhammer,1612,7
1797,dog_bark,276,3
1798,gun_shot,1656,6
1799,street_music,3596,9
1800,drilling,4952,4
1801,dog_bark,2398,3
1802,jackhammer,1996,7
1803,dog_bark,5385,3
1804,drilling,7639,4
1805,drilling,7882,4
1806,children_playing,3734,2
1807,dog_bark,5962,3
1808,engine_idling,5607,5
1809,street_music,2774,9
1810,siren,7016,8
1811,siren,8243,8
1812,jackhammer,1812,7
1813,dog_bark,8586,3
1814,dog_bark,1728,3
1815,drilling,8174,4
1816,drilling,4823,4
1817,air_conditioner,4852,0
1818,engine_idling,4367,5
1819,dog_bark,1537,3
1820,drilling,6882,4
1821,siren,8462,8
1822,jackhammer,414,7
1823,jackhammer,599,7
1824,children_playing,54,2
1825,gun_shot,8009,6
1826,air_conditioner,6486,0
1827,air_conditioner,5760,0
1828,dog_bark,1789,3
1829,air_conditioner,7377,0
1830,engine_idling,916,5
1831,gun_shot,1727,6
1832,children_playing,2532,2
1833,car_horn,1606,1
1834,drilling,5964,4
1835,street_music,2757,9
1836,engine_idling,1697,5
1837,children_playing,6638,2
1838,air_conditioner,3451,0
1839,drilling,5953,4
1840,drilling,8104,4
1841,jackhammer,1317,7
1842,car_horn,3547,1
1843,children_playing,7091,2
1844,street_music,2632,9
1845,air_conditioner,5691,0
1846,gun_shot,4994,6
1847,engine_idling,3574,5
1848,engine_idling,6891,5
1849,air_conditioner,3337,0
1850,children_playing,1040,2
1851,car_horn,7780,1
1852,children_playing,4362,2
1853,dog_bark,4392,3
1854,siren,3868,8
1855,engine_idling,5625,5
1856,jackhammer,1802,7
1857,siren,4926,8
1858,jackhammer,2036,7
1859,jackhammer,4463,7
1860,jackhammer,4168,7
1861,street_music,695,9
1862,engine_idling,8646,5
1863,dog_bark,5028,3
1864,children_playing,3261,2
1865,drilling,7495,4
1866,street_music,2723,9
1867,jackhammer,3724,7
1868,siren,1994,8
1869,drilling,5653,4
1870,siren,7844,8
1871,air_conditioner,6835,0
1872,siren,8445,8
1873,car_horn,8047,1
1874,gun_shot,1368,6
1875,street_music,1724,9
1876,gun_shot,8703,6
1877,siren,7651,8
1878,children_playing,2709,2
1879,air_conditioner,165,0
1880,street_music,4228,9
1881,car_horn,4665,1
1882,air_conditioner,6764,0
1883,engine_idling,6474,5
1884,engine_idling,368,5
1885,jackhammer,5118,7
1886,gun_shot,3323,6
1887,engine_idling,4046,5
1888,street_music,1200,9
1889,street_music,5171,9
1890,engine_idling,586,5
1891,engine_idling,6726,5
1892,car_horn,3965,1
1893,drilling,7550,4
1894,street_music,7381,9
1895,car_horn,7699,1
1896,street_music,1462,9
1897,street_music,8053,9
1898,car_horn,5739,1
1899,drilling,3227,4
1900,dog_bark,218,3
1901,engine_idling,832,5
1902,engine_idling,6205,5
1903,children_playing,2121,2
1904,dog_bark,4341,3
1905,engine_idling,6530,5
1906,jackhammer,3453,7
1907,drilling,7568,4
1908,drilling,3310,4
1909,street_music,5209,9
1910,street_music,6844,9
1911,jackhammer,3154,7
1912,drilling,839,4
1913,jackhammer,5077,7
1914,air_conditioner,2674,0
1915,engine_idling,7426,5
1916,air_conditioner,4535,0
1917,dog_bark,7998,3
1918,children_playing,6973,2
1919,drilling,6404,4
1920,gun_shot,1189,6
1921,air_conditioner,2620,0
1922,children_playing,1850,2
1923,jackhammer,8705,7
1924,dog_bark,5948,3
1925,engine_idling,7875,5
1926,car_horn,2458,1
1927,jackhammer,5106,7
1928,dog_bark,4974,3
1929,air_conditioner,8582,0
1930,siren,4653,8
1931,jackhammer,2625,7
1932,siren,4487,8
1933,engine_idling,7831,5
1934,gun_shot,5507,6
1935,children_playing,6507,2
1936,siren,385,8
1937,children_playing,7294,2
1938,jackhammer,2427,7
1939,street_music,5202,9
1940,children_playing,4454,2
1941,children_playing,4130,2
1942,car_horn,824,1
1943,street_music,2811,9
1944,drilling,7409,4
1945,jackhammer,8712,7
1946,siren,159,8
1947,jackhammer,6933,7
1948,siren,4431,8
1949,siren,253,8
1950,children_playing,7028,2
1951,jackhammer,5205,7
1952,dog_bark,7020,3
1953,drilling,2145,4
1954,air_conditioner,8695,0
1955,car_horn,8693,1
1956,street_music,1270,9
1957,street_music,6025,9
1958,siren,92,8
1959,engine_idling,4602,5
1960,jackhammer,378,7
1961,gun_shot,12,6
1962,dog_bark,901,3
1963,jackhammer,6191,7
1964,children_playing,6574,2
1965,engine_idling,633,5
1966,siren,3125,8
1967,gun_shot,2089,6
1968,jackhammer,142,7
1969,drilling,123,4
1970,siren,4175,8
1971,drilling,3770,4
1972,street_music,5042,9
1973,air_conditioner,4227,0
1974,siren,2473,8
1975,drilling,470,4
1976,jackhammer,1690,7
1977,jackhammer,7919,7
1978,dog_bark,4895,3
1979,gun_shot,8524,6
1980,jackhammer,3286,7
1981,gun_shot,6012,6
1982,children_playing,522,2
1983,street_music,4076,9
1984,children_playing,6777,2
1985,jackhammer,8597,7
1986,siren,6389,8
1987,air_conditioner,8701,0
1988,air_conditioner,2878,0
1989,street_music,2685,9
1990,street_music,3947,9
1991,air_conditioner,1279,0
1992,engine_idling,7452,5
1993,engine_idling,749,5
1994,car_horn,5815,1
1995,jackhammer,3254,7
1996,dog_bark,1418,3
1997,jackhammer,6947,7
1998,jackhammer,1175,7
1999,drilling,7521,4
2000,engine_idling,7297,5
2001,siren,7715,8
2002,air_conditioner,1043,0
2003,siren,5554,8
2004,air_conditioner,8183,0
2005,dog_bark,15,3
2006,drilling,5119,4
2007,air_conditioner,8042,0
2008,drilling,2637,4
2009,dog_bark,6139,3
2010,car_horn,5669,1
2011,jackhammer,7828,7
2012,children_playing,8084,2
2013,siren,2523,8
2014,car_horn,2690,1
2015,siren,4614,8
2016,jackhammer,5773,7
2017,engine_idling,6570,5
2018,children_playing,2135,2
2019,street_music,8037,9
2020,jackhammer,4077,7
2021,jackhammer,3881,7
2022,drilling,3962,4
2023,engine_idling,3051,5
2024,air_conditioner,5790,0
2025,jackhammer,6715,7
2026,children_playing,305,2
2027,engine_idling,8150,5
2028,drilling,2072,4
2029,engine_idling,7697,5
2030,car_horn,3938,1
2031,engine_idling,17,5
2032,siren,7681,8
2033,dog_bark,3482,3
2034,dog_bark,8189,3
2035,dog_bark,4522,3
2036,dog_bark,2460,3
2037,drilling,7224,4
2038,car_horn,5589,1
2039,street_music,4438,9
2040,car_horn,131,1
2041,engine_idling,3008,5
2042,jackhammer,4162,7
2043,drilling,716,4
2044,street_music,72,9
2045,drilling,1468,4
2046,street_music,4044,9
2047,drilling,6245,4
2048,jackhammer,8233,7
2049,jackhammer,5586,7
2050,air_conditioner,7274,0
2051,dog_bark,5639,3
2052,engine_idling,7694,5
2053,car_horn,3352,1
2054,drilling,6902,4
2055,street_music,3422,9
2056,siren,6903,8
2057,jackhammer,5033,7
2058,air_conditioner,2986,0
2059,drilling,533,4
2060,children_playing,7076,2
2061,street_music,690,9
2062,jackhammer,8542,7
2063,dog_bark,215,3
2064,street_music,8236,9
2065,engine_idling,5074,5
2066,gun_shot,7456,6
2067,street_music,1419,9
2068,drilling,6667,4
2069,street_music,1560,9
2070,car_horn,3033,1
2071,engine_idling,8332,5
2072,drilling,7901,4
2073,gun_shot,1511,6
2074,siren,7256,8
2075,engine_idling,228,5
2076,street_music,8581,9
2077,engine_idling,544,5
2078,jackhammer,4613,7
2079,air_conditioner,3525,0
2080,drilling,5985,4
2081,jackhammer,7751,7
2082,siren,6077,8
2083,engine_idling,7648,5
2084,air_conditioner,4853,0
2085,gun_shot,5158,6
2086,children_playing,1273,2
2087,jackhammer,316,7
2088,engine_idling,1992,5
2089,dog_bark,3407,3
2090,children_playing,8448,2
2091,drilling,239,4
2092,street_music,230,9
2093,drilling,3104,4
2094,drilling,8368,4
2095,engine_idling,6759,5
2096,street_music,330,9
2097,children_playing,5159,2
2098,engine_idling,5315,5
2099,air_conditioner,8111,0
